loan_amnt,term,int_rate,installment,grade,sub_grade,annual_inc,verification_status,issue_d,purpose,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,issue_year,issue_month,credit_history_years,loan_status,default_flag,default_stage,cluster_id,risk_cluster
21000.0,36.0,10.64,683.94,B,B2,115000.0,Source Verified,2013-09-01,debt_consolidation,17.24,1996-07-01,12.0,1.0,42304.0,86.2,6.0,0.0,2013,9,17.17,Fully Paid,0,non_default,0,medium_risk
7000.0,36.0,23.99,274.6,E,E4,55000.0,Verified,2016-06-01,debt_consolidation,38.1,2002-02-01,19.0,0.0,46061.0,71.0,3.0,0.0,2016,6,14.33,Fully Paid,0,non_default,2,low_risk
15000.0,36.0,16.55,531.44,D,D2,46000.0,Verified,2015-05-01,debt_consolidation,20.19,2004-09-01,11.0,0.0,16469.0,80.3,0.0,0.0,2015,5,10.66,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,14.47,172.04,C,C2,130000.0,Source Verified,2014-02-01,small_business,15.5,1999-05-01,7.0,1.0,2571.0,18.4,2.0,1.0,2014,2,14.76,Fully Paid,0,non_default,2,low_risk
18000.0,60.0,21.48,491.84,E,E2,94000.0,Verified,2013-12-01,debt_consolidation,23.66,2003-03-01,13.0,0.0,14712.0,59.1,2.0,0.0,2013,12,10.75,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,9.67,321.13,B,B1,52000.0,Source Verified,2013-12-01,credit_card,12.3,2000-06-01,9.0,0.0,14759.0,45.0,0.0,0.0,2013,12,13.5,Fully Paid,0,non_default,2,low_risk
1000.0,36.0,11.99,33.21,B,B3,30000.0,Verified,2013-10-01,debt_consolidation,10.56,1998-07-01,3.0,0.0,0.0,0.0,0.0,0.0,2013,10,15.25,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,7.89,156.43,A,A5,51000.0,Not Verified,2016-05-01,car,14.73,1996-05-01,13.0,0.0,47346.0,39.5,4.0,0.0,2016,5,20.0,Fully Paid,0,non_default,2,low_risk
34000.0,36.0,9.99,1096.93,B,B3,120000.0,Source Verified,2015-08-01,debt_consolidation,8.36,2002-12-01,12.0,0.0,49956.0,71.2,0.0,0.0,2015,8,12.67,Fully Paid,0,non_default,0,medium_risk
15000.0,36.0,11.14,492.06,B,B1,54996.0,Not Verified,2009-09-01,debt_consolidation,12.18,1985-03-01,11.0,0.0,13095.0,19.6,0.0,0.0,2009,9,24.5,Fully Paid,0,non_default,2,low_risk
2000.0,36.0,11.22,65.69,B,B5,63000.0,Source Verified,2015-12-01,home_improvement,17.35,2008-02-01,14.0,0.0,17858.0,50.6,1.0,0.0,2015,12,7.83,Fully Paid,0,non_default,2,low_risk
15000.0,36.0,11.14,492.08,B,B2,75000.0,Verified,2013-02-01,debt_consolidation,23.26,2000-05-01,7.0,0.0,23466.0,70.3,0.0,0.0,2013,2,12.76,Fully Paid,0,non_default,2,low_risk
7000.0,36.0,11.67,231.4,B,B4,80000.0,Not Verified,2014-06-01,credit_card,21.63,1999-08-01,25.0,3.0,18910.0,40.1,1.0,0.0,2014,6,14.83,Charged Off,1,default,1,high_risk
7475.0,36.0,15.59,261.29,D,D1,22000.0,Source Verified,2014-11-01,debt_consolidation,38.77,2006-09-01,18.0,0.0,6293.0,25.7,0.0,0.0,2014,11,8.17,Fully Paid,0,non_default,2,low_risk
24000.0,60.0,15.31,574.88,C,C5,30000.0,Verified,2016-03-01,debt_consolidation,40.53,2001-12-01,8.0,0.0,11303.0,72.9,3.0,0.0,2016,3,14.25,Charged Off,1,default,1,high_risk
30000.0,60.0,14.31,702.88,C,C4,125000.0,Verified,2014-12-01,credit_card,12.62,1998-05-01,12.0,0.0,34137.0,81.5,0.0,0.0,2014,12,16.59,Charged Off,1,default,0,medium_risk
2400.0,36.0,13.67,81.65,B,B5,29500.0,Source Verified,2012-05-01,medical,0.37,2002-08-01,3.0,0.0,9.0,0.4,0.0,0.0,2012,5,9.75,Fully Paid,0,non_default,2,low_risk
10000.0,60.0,17.86,253.18,D,D5,48500.0,Source Verified,2015-12-01,credit_card,20.59,2002-01-01,10.0,1.0,8530.0,98.0,2.0,1.0,2015,12,13.91,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,15.1,347.15,C,C2,80000.0,Not Verified,2013-10-01,debt_consolidation,14.74,1997-04-01,19.0,0.0,23402.0,68.4,2.0,0.0,2013,10,16.5,Fully Paid,0,non_default,2,low_risk
1000.0,36.0,13.99,34.18,C,C3,60000.0,Source Verified,2016-06-01,vacation,17.1,2001-08-01,6.0,0.0,1668.0,21.7,1.0,0.0,2016,6,14.83,Fully Paid,0,non_default,2,low_risk
28000.0,36.0,14.3,961.06,C,C1,82000.0,Verified,2013-12-01,debt_consolidation,30.41,2004-10-01,7.0,0.0,16543.0,75.9,3.0,0.0,2013,12,9.17,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,10.16,323.43,B,B1,157500.0,Verified,2013-06-01,credit_card,13.4,1998-07-01,14.0,1.0,17059.0,86.2,6.0,1.0,2013,6,14.92,Fully Paid,0,non_default,0,medium_risk
2900.0,36.0,16.2,102.25,C,C4,22000.0,Not Verified,2013-11-01,debt_consolidation,13.69,2007-08-01,8.0,0.0,7664.0,59.0,0.0,0.0,2013,11,6.25,Fully Paid,0,non_default,2,low_risk
15000.0,36.0,12.49,501.74,B,B5,70000.0,Not Verified,2014-08-01,credit_card,20.52,2003-01-01,6.0,0.0,16331.0,84.2,0.0,0.0,2014,8,11.58,Fully Paid,0,non_default,2,low_risk
7500.0,36.0,19.05,275.11,D,D4,54115.0,Source Verified,2013-04-01,other,23.82,1993-10-01,16.0,0.0,35886.0,53.9,2.0,0.0,2013,4,19.5,Charged Off,1,default,1,high_risk
24000.0,36.0,10.99,785.62,B,B2,125000.0,Verified,2013-11-01,credit_card,12.96,1997-11-01,11.0,0.0,27969.0,77.3,6.0,0.0,2013,11,16.0,Fully Paid,0,non_default,0,medium_risk
17000.0,36.0,7.9,531.94,A,A4,72100.0,Verified,2012-09-01,debt_consolidation,7.17,2005-05-01,8.0,0.0,17786.0,44.7,1.0,0.0,2012,9,7.34,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,10.99,163.67,B,B3,48500.0,Source Verified,2011-06-01,debt_consolidation,20.04,2001-06-01,5.0,0.0,5482.0,88.4,0.0,0.0,2011,6,10.0,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,17.57,179.69,D,D2,32000.0,Not Verified,2014-02-01,major_purchase,19.13,2003-07-01,17.0,0.0,10908.0,34.4,0.0,0.0,2014,2,10.59,Fully Paid,0,non_default,2,low_risk
4500.0,36.0,8.9,142.89,A,A5,54000.0,Not Verified,2012-01-01,credit_card,24.44,2002-03-01,11.0,0.0,23210.0,68.8,0.0,0.0,2012,1,9.84,Fully Paid,0,non_default,2,low_risk
35000.0,60.0,16.55,861.4,D,D2,120000.0,Verified,2015-07-01,credit_card,31.09,2000-10-01,11.0,0.0,42938.0,91.9,2.0,0.0,2015,7,14.75,Fully Paid,0,non_default,0,medium_risk
7000.0,36.0,23.4,272.43,E,E5,90000.0,Not Verified,2013-10-01,debt_consolidation,6.11,1988-10-01,6.0,0.0,3823.0,79.6,6.0,0.0,2013,10,25.0,Fully Paid,0,non_default,0,medium_risk
15225.0,36.0,9.25,485.93,A,A5,49000.0,Source Verified,2013-11-01,debt_consolidation,25.85,1987-09-01,8.0,0.0,10104.0,30.3,1.0,0.0,2013,11,26.17,Fully Paid,0,non_default,2,low_risk
8000.0,36.0,14.09,273.78,B,B5,50000.0,Source Verified,2013-06-01,credit_card,7.1,1971-06-01,9.0,1.0,7440.0,67.0,5.0,1.0,2013,6,42.0,Fully Paid,0,non_default,0,medium_risk
9000.0,36.0,13.11,303.73,B,B4,62500.0,Not Verified,2012-07-01,debt_consolidation,23.81,2004-03-01,18.0,0.0,9076.0,76.3,0.0,0.0,2012,7,8.33,Fully Paid,0,non_default,2,low_risk
6500.0,36.0,12.85,218.55,B,B4,40000.0,Not Verified,2014-01-01,credit_card,17.76,2003-10-01,8.0,0.0,6217.0,69.9,0.0,0.0,2014,1,10.25,Fully Paid,0,non_default,2,low_risk
24250.0,36.0,14.96,840.15,D,D2,71935.0,Verified,2009-10-01,debt_consolidation,12.19,1995-10-01,8.0,0.0,34665.0,94.7,0.0,0.0,2009,10,14.0,Fully Paid,0,non_default,0,medium_risk
24000.0,36.0,12.99,808.54,C,C1,135000.0,Verified,2011-08-01,debt_consolidation,19.56,1983-07-01,12.0,0.0,61139.0,83.9,0.0,0.0,2011,8,28.08,Fully Paid,0,non_default,0,medium_risk
3000.0,36.0,12.12,99.82,B,B3,50500.0,Source Verified,2012-04-01,home_improvement,18.8,2006-04-01,11.0,0.0,6210.0,30.3,1.0,0.0,2012,4,6.0,Fully Paid,0,non_default,2,low_risk
35000.0,36.0,17.76,1261.13,D,D1,157500.0,Verified,2013-10-01,debt_consolidation,22.72,1993-01-01,15.0,0.0,19147.0,65.1,7.0,0.0,2013,10,20.75,Charged Off,1,default,0,medium_risk
12000.0,36.0,12.35,400.59,B,B4,60000.0,Not Verified,2013-09-01,credit_card,11.5,2003-05-01,12.0,0.0,7701.0,69.4,2.0,0.0,2013,9,10.34,Charged Off,1,default,1,high_risk
2400.0,36.0,10.99,78.57,B,B4,45000.0,Verified,2015-11-01,debt_consolidation,27.12,2001-11-01,22.0,1.0,24005.0,54.9,0.0,0.0,2015,11,14.0,Charged Off,1,default,1,high_risk
20000.0,36.0,9.91,644.5,B,B1,93800.0,Verified,2012-02-01,debt_consolidation,22.38,1985-12-01,11.0,0.0,27693.0,73.1,0.0,0.0,2012,2,26.17,Fully Paid,0,non_default,0,medium_risk
19000.0,36.0,8.9,603.32,A,A5,113000.0,Source Verified,2012-12-01,credit_card,17.8,1997-09-01,5.0,0.0,36162.0,67.7,0.0,0.0,2012,12,15.25,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,11.14,328.06,B,B2,69000.0,Verified,2012-12-01,debt_consolidation,28.56,2001-12-01,18.0,0.0,35859.0,78.5,4.0,0.0,2012,12,11.0,Fully Paid,0,non_default,2,low_risk
3000.0,36.0,12.88,100.91,C,C2,93000.0,Verified,2016-01-01,debt_consolidation,2.41,2004-12-01,8.0,0.0,2522.0,15.9,3.0,0.0,2016,1,11.08,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,18.85,365.81,D,D3,32011.0,Verified,2013-08-01,debt_consolidation,34.79,2004-07-01,7.0,0.0,4763.0,67.1,0.0,0.0,2013,8,9.08,Charged Off,1,default,1,high_risk
35000.0,60.0,21.18,950.42,E,E3,146000.0,Verified,2014-03-01,debt_consolidation,12.46,1982-03-01,18.0,0.0,47579.0,77.7,5.0,0.0,2014,3,32.0,Charged Off,1,default,0,medium_risk
20000.0,36.0,14.33,686.77,C,C1,55600.0,Not Verified,2012-10-01,credit_card,26.63,1999-02-01,11.0,0.0,11565.0,62.9,0.0,0.0,2012,10,13.66,Fully Paid,0,non_default,2,low_risk
12000.0,60.0,16.89,297.53,D,D4,80000.0,Verified,2011-07-01,wedding,13.35,1983-12-01,7.0,3.0,3760.0,57.8,0.0,0.0,2011,7,27.58,Fully Paid,0,non_default,0,medium_risk
24000.0,36.0,6.03,730.46,A,A1,86500.0,Source Verified,2015-01-01,debt_consolidation,25.84,2003-09-01,18.0,0.0,48463.0,51.5,1.0,0.0,2015,1,11.33,Fully Paid,0,non_default,0,medium_risk
3600.0,36.0,13.33,121.88,C,C3,12000.0,Not Verified,2015-05-01,debt_consolidation,31.9,2002-04-01,15.0,0.0,10444.0,71.0,0.0,0.0,2015,5,13.08,Fully Paid,0,non_default,2,low_risk
12000.0,60.0,8.59,246.72,A,A5,56000.0,Not Verified,2016-07-01,home_improvement,15.69,1996-04-01,9.0,0.0,1167.0,2.9,2.0,0.0,2016,7,20.25,Fully Paid,0,non_default,2,low_risk
35000.0,36.0,8.39,1103.09,A,A5,150000.0,Source Verified,2014-07-01,debt_consolidation,16.06,2007-03-01,14.0,0.0,3276.0,5.2,1.0,0.0,2014,7,7.33,Fully Paid,0,non_default,0,medium_risk
6000.0,36.0,17.57,215.63,D,D2,80000.0,Not Verified,2014-01-01,debt_consolidation,12.33,1981-02-01,4.0,1.0,2448.0,28.8,0.0,1.0,2014,1,32.91,Fully Paid,0,non_default,2,low_risk
15000.0,36.0,21.15,566.29,E,E2,40700.0,Verified,2013-08-01,debt_consolidation,22.47,2005-09-01,11.0,0.0,11853.0,72.3,0.0,0.0,2013,8,7.92,Fully Paid,0,non_default,2,low_risk
6000.0,36.0,12.99,202.14,B,B4,25000.0,Verified,2013-09-01,debt_consolidation,6.96,2000-12-01,5.0,1.0,3968.0,34.2,0.0,1.0,2013,9,12.75,Fully Paid,0,non_default,2,low_risk
19975.0,36.0,13.35,676.41,C,C2,50000.0,Not Verified,2014-07-01,debt_consolidation,15.39,1993-07-01,9.0,0.0,18571.0,54.8,2.0,0.0,2014,7,21.0,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,14.65,172.48,C,C3,75000.0,Source Verified,2011-11-01,debt_consolidation,13.06,2007-02-01,6.0,0.0,15611.0,83.0,0.0,0.0,2011,11,4.75,Fully Paid,0,non_default,2,low_risk
15000.0,60.0,18.99,389.03,E,E1,67000.0,Verified,2014-10-01,debt_consolidation,1.92,1997-06-01,8.0,0.0,6740.0,27.3,0.0,0.0,2014,10,17.33,Fully Paid,0,non_default,2,low_risk
20800.0,36.0,11.99,690.76,B,B3,157000.0,Source Verified,2013-10-01,debt_consolidation,11.92,1995-08-01,8.0,0.0,26868.0,85.6,3.0,0.0,2013,10,18.17,Fully Paid,0,non_default,0,medium_risk
23850.0,36.0,14.31,818.74,C,C4,60000.0,Source Verified,2015-01-01,debt_consolidation,26.26,2006-07-01,13.0,0.0,12068.0,40.1,0.0,0.0,2015,1,8.5,Fully Paid,0,non_default,2,low_risk
8400.0,36.0,15.61,293.71,D,D1,48000.0,Source Verified,2015-04-01,home_improvement,24.83,2004-10-01,8.0,0.0,6685.0,23.3,1.0,0.0,2015,4,10.5,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,5.79,303.27,A,A2,43000.0,Verified,2011-03-01,debt_consolidation,17.25,1994-03-01,8.0,0.0,2961.0,2.3,0.0,0.0,2011,3,17.0,Fully Paid,0,non_default,2,low_risk
35000.0,60.0,23.4,994.73,E,E5,104000.0,Source Verified,2013-10-01,debt_consolidation,24.85,1990-12-01,8.0,0.0,98374.0,91.2,2.0,0.0,2013,10,22.83,Fully Paid,0,non_default,0,medium_risk
16000.0,36.0,8.67,506.35,B,B1,79500.0,Verified,2015-02-01,credit_card,8.44,1991-06-01,10.0,0.0,15616.0,26.2,0.0,0.0,2015,2,23.67,Fully Paid,0,non_default,0,medium_risk
6000.0,36.0,12.49,200.7,B,B5,90000.0,Not Verified,2014-06-01,debt_consolidation,22.43,1999-10-01,10.0,0.0,12355.0,78.2,2.0,0.0,2014,6,14.67,Fully Paid,0,non_default,2,low_risk
15850.0,36.0,16.24,559.12,C,C5,59400.0,Verified,2013-12-01,debt_consolidation,33.22,1995-04-01,17.0,1.0,11161.0,60.7,10.0,0.0,2013,12,18.67,Fully Paid,0,non_default,2,low_risk
19950.0,60.0,10.65,430.29,B,B2,65000.0,Verified,2011-10-01,debt_consolidation,3.51,1991-02-01,6.0,0.0,6887.0,16.9,0.0,0.0,2011,10,20.66,Fully Paid,0,non_default,0,medium_risk
3600.0,36.0,13.66,122.45,C,C3,67000.0,Not Verified,2014-12-01,credit_card,21.73,1989-02-01,12.0,0.0,7191.0,53.3,0.0,0.0,2014,12,25.83,Fully Paid,0,non_default,2,low_risk
14400.0,36.0,6.62,358.47,A,A2,40000.0,Verified,2012-07-01,debt_consolidation,11.13,1999-04-01,15.0,0.0,4400.0,14.4,0.0,0.0,2012,7,13.25,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,11.71,165.38,B,B3,35000.0,Source Verified,2011-10-01,credit_card,23.9,2005-08-01,7.0,0.0,6179.0,51.1,0.0,0.0,2011,10,6.17,Fully Paid,0,non_default,2,low_risk
10000.0,36.0,12.29,333.53,C,C1,75000.0,Source Verified,2015-07-01,credit_card,19.26,2007-10-01,6.0,1.0,3300.0,21.7,0.0,1.0,2015,7,7.75,Fully Paid,0,non_default,2,low_risk
23675.0,36.0,7.9,740.8,A,A4,60000.0,Verified,2012-12-01,small_business,12.38,1998-09-01,12.0,0.0,13794.0,24.6,0.0,0.0,2012,12,14.25,Fully Paid,0,non_default,2,low_risk
15000.0,36.0,8.19,471.37,A,A5,86000.0,Not Verified,2015-01-01,debt_consolidation,5.36,1999-02-01,6.0,0.0,16700.0,75.9,4.0,0.0,2015,1,15.92,Fully Paid,0,non_default,0,medium_risk
34350.0,60.0,25.89,1026.22,G,G3,82000.0,Source Verified,2014-02-01,debt_consolidation,21.57,1973-12-01,28.0,1.0,55896.0,59.9,2.0,1.0,2014,2,40.17,Fully Paid,0,non_default,0,medium_risk
12000.0,36.0,15.8,420.71,C,C3,157000.0,Not Verified,2012-11-01,debt_consolidation,23.46,1996-10-01,24.0,0.0,59119.0,82.0,4.0,0.0,2012,11,16.08,Fully Paid,0,non_default,0,medium_risk
16000.0,60.0,12.85,362.83,B,B4,95000.0,Verified,2014-01-01,debt_consolidation,17.01,1999-03-01,12.0,0.0,30988.0,56.2,1.0,0.0,2014,1,14.84,Fully Paid,0,non_default,0,medium_risk
7000.0,36.0,7.12,216.53,A,A3,138000.0,Source Verified,2014-10-01,debt_consolidation,28.36,1994-10-01,18.0,0.0,44940.0,73.2,5.0,0.0,2014,10,20.0,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,7.69,311.94,A,A4,108000.0,Not Verified,2014-09-01,credit_card,6.71,1979-04-01,12.0,0.0,16427.0,23.9,0.0,0.0,2014,9,35.42,Fully Paid,0,non_default,0,medium_risk
8900.0,36.0,16.99,317.27,D,D3,35360.0,Not Verified,2015-06-01,debt_consolidation,18.77,2003-01-01,8.0,0.0,10789.0,45.9,0.0,0.0,2015,6,12.41,Fully Paid,0,non_default,2,low_risk
32000.0,36.0,21.49,1213.67,E,E3,87000.0,Verified,2012-11-01,debt_consolidation,13.23,2001-02-01,9.0,0.0,19326.0,56.7,8.0,0.0,2012,11,11.75,Charged Off,1,default,1,high_risk
20000.0,36.0,6.62,614.08,A,A2,110000.0,Verified,2013-03-01,debt_consolidation,14.39,2001-08-01,8.0,0.0,24960.0,63.5,1.0,0.0,2013,3,11.58,Fully Paid,0,non_default,0,medium_risk
19825.0,60.0,21.49,541.82,E,E3,50000.0,Verified,2012-09-01,credit_card,27.17,2002-05-01,5.0,0.0,28425.0,96.4,0.0,0.0,2012,9,10.34,Fully Paid,0,non_default,2,low_risk
18000.0,36.0,6.62,552.67,A,A2,100000.0,Source Verified,2014-04-01,credit_card,20.5,1999-08-01,12.0,0.0,19228.0,54.2,2.0,0.0,2014,4,14.67,Fully Paid,0,non_default,0,medium_risk
14300.0,36.0,15.31,497.89,C,C2,65000.0,Verified,2012-09-01,small_business,27.34,1995-12-01,5.0,0.0,9950.0,57.2,2.0,0.0,2012,9,16.75,Fully Paid,0,non_default,2,low_risk
13250.0,60.0,24.5,385.04,F,F3,35000.0,Source Verified,2014-04-01,credit_card,30.62,2001-12-01,11.0,0.0,14440.0,58.2,0.0,0.0,2014,4,12.33,Charged Off,1,default,1,high_risk
35000.0,60.0,17.57,880.61,D,D4,110683.0,Source Verified,2015-08-01,debt_consolidation,22.69,1993-08-01,23.0,0.0,53080.0,8.0,4.0,0.0,2015,8,22.0,Fully Paid,0,non_default,0,medium_risk
20000.0,36.0,6.92,616.82,A,A4,87000.0,Source Verified,2015-04-01,credit_card,8.82,2002-04-01,12.0,1.0,10641.0,53.5,4.0,0.0,2015,4,13.0,Fully Paid,0,non_default,0,medium_risk
28000.0,60.0,9.99,594.78,B,B3,96000.0,Source Verified,2015-04-01,debt_consolidation,19.6,1990-09-01,21.0,0.0,81051.0,43.3,6.0,0.0,2015,4,24.58,Fully Paid,0,non_default,0,medium_risk
5000.0,36.0,16.29,176.51,C,C5,58800.0,Source Verified,2012-03-01,other,3.61,1990-11-01,4.0,0.0,1719.0,27.7,0.0,0.0,2012,3,21.33,Charged Off,1,default,1,high_risk
28100.0,60.0,19.03,729.4,E,E2,98400.0,Verified,2011-11-01,debt_consolidation,21.23,1999-12-01,17.0,0.0,46169.0,75.4,0.0,0.0,2011,11,11.92,Fully Paid,0,non_default,0,medium_risk
12000.0,60.0,18.55,308.33,D,D2,70000.0,Verified,2013-11-01,debt_consolidation,11.35,2005-12-01,13.0,0.0,10280.0,71.9,0.0,0.0,2013,11,7.92,Fully Paid,0,non_default,2,low_risk
21000.0,36.0,13.11,708.69,B,B4,72000.0,Verified,2012-04-01,home_improvement,18.42,1995-09-01,7.0,0.0,21069.0,77.5,1.0,0.0,2012,4,16.58,Charged Off,1,default,1,high_risk
10250.0,36.0,14.65,353.57,C,C5,47900.0,Verified,2015-05-01,debt_consolidation,10.27,2001-02-01,7.0,0.0,4798.0,31.6,2.0,0.0,2015,5,14.24,Fully Paid,0,non_default,2,low_risk
16000.0,36.0,13.66,544.21,C,C3,71760.0,Not Verified,2015-01-01,debt_consolidation,9.75,2003-03-01,3.0,0.0,12566.0,100.5,2.0,0.0,2015,1,11.84,Fully Paid,0,non_default,2,low_risk
8000.0,36.0,17.57,287.5,D,D2,50000.0,Verified,2014-04-01,other,26.74,2003-09-01,13.0,0.0,15226.0,48.0,0.0,0.0,2014,4,10.58,Fully Paid,0,non_default,2,low_risk
6000.0,36.0,12.39,200.41,C,C1,24960.0,Verified,2014-11-01,vacation,28.08,2006-05-01,9.0,0.0,29119.0,67.1,0.0,0.0,2014,11,8.5,Fully Paid,0,non_default,2,low_risk
8000.0,36.0,10.99,261.88,B,B4,75000.0,Source Verified,2015-09-01,medical,6.58,1998-11-01,8.0,1.0,3318.0,8.1,1.0,0.0,2015,9,16.83,Fully Paid,0,non_default,2,low_risk
5000.0,36.0,8.39,157.59,A,A5,35000.0,Source Verified,2014-09-01,credit_card,33.4,2006-03-01,16.0,0.0,4726.0,19.8,0.0,0.0,2014,9,8.5,Fully Paid,0,non_default,2,low_risk
35000.0,36.0,13.99,1196.05,C,C4,124704.0,Verified,2016-01-01,debt_consolidation,20.82,1984-03-01,16.0,0.0,51557.0,64.9,8.0,0.0,2016,1,31.84,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,14.33,343.39,C,C1,48000.0,Source Verified,2012-08-01,credit_card,25.8,1992-09-01,8.0,0.0,10805.0,80.6,3.0,0.0,2012,8,19.92,Fully Paid,0,non_default,2,low_risk
13500.0,60.0,18.24,344.58,D,D5,78000.0,Verified,2014-10-01,credit_card,23.2,1982-05-01,17.0,1.0,13725.0,65.7,4.0,1.0,2014,10,32.42,Fully Paid,0,non_default,0,medium_risk
16450.0,36.0,14.16,563.51,C,C2,46000.0,Not Verified,2014-03-01,debt_consolidation,27.5,1999-08-01,10.0,0.0,19181.0,30.5,0.0,0.0,2014,3,14.58,Charged Off,1,default,1,high_risk
20000.0,36.0,9.67,642.25,B,B1,85000.0,Verified,2013-11-01,credit_card,20.1,1993-12-01,16.0,0.0,17809.0,56.4,3.0,0.0,2013,11,19.92,Fully Paid,0,non_default,0,medium_risk
1200.0,36.0,22.47,46.13,E,E5,23000.0,Source Verified,2013-06-01,other,8.92,2009-09-01,14.0,0.0,4041.0,33.4,0.0,0.0,2013,6,3.75,Fully Paid,0,non_default,2,low_risk
15875.0,36.0,16.2,559.69,C,C4,85000.0,Source Verified,2013-11-01,debt_consolidation,11.51,1999-11-01,9.0,3.0,6079.0,52.9,4.0,1.0,2013,11,14.0,Charged Off,1,default,1,high_risk
17500.0,36.0,17.57,628.9,D,D2,70000.0,Source Verified,2014-03-01,debt_consolidation,24.69,2001-12-01,12.0,0.0,7775.0,94.8,0.0,0.0,2014,3,12.25,Charged Off,1,default,1,high_risk
8000.0,36.0,14.31,274.63,C,C4,32000.0,Source Verified,2015-01-01,small_business,12.15,2002-06-01,9.0,0.0,8298.0,53.9,0.0,0.0,2015,1,12.59,Fully Paid,0,non_default,2,low_risk
9000.0,36.0,5.99,273.76,A,A2,76000.0,Not Verified,2011-05-01,credit_card,9.08,1998-02-01,8.0,0.0,9606.0,31.0,0.0,0.0,2011,5,13.24,Fully Paid,0,non_default,2,low_risk
19000.0,36.0,13.67,646.34,B,B5,51000.0,Verified,2013-10-01,credit_card,25.46,1988-05-01,16.0,1.0,18639.0,48.0,1.0,1.0,2013,10,25.42,Fully Paid,0,non_default,2,low_risk
21000.0,36.0,12.49,702.43,B,B5,90000.0,Verified,2014-08-01,credit_card,15.76,1997-07-01,8.0,1.0,17097.0,66.8,1.0,0.0,2014,8,17.08,Fully Paid,0,non_default,0,medium_risk
20000.0,36.0,14.31,686.57,C,C4,115000.0,Source Verified,2014-11-01,debt_consolidation,17.71,1998-01-01,13.0,0.0,14269.0,61.2,4.0,0.0,2014,11,16.83,Fully Paid,0,non_default,0,medium_risk
14000.0,36.0,14.65,482.92,C,C5,78000.0,Source Verified,2015-03-01,major_purchase,6.45,1993-06-01,7.0,0.0,1302.0,16.9,0.0,0.0,2015,3,21.75,Charged Off,1,default,1,high_risk
16000.0,36.0,12.99,539.03,C,C2,60000.0,Verified,2014-11-01,debt_consolidation,21.64,1997-12-01,19.0,0.0,15197.0,46.6,0.0,0.0,2014,11,16.92,Charged Off,1,default,1,high_risk
10000.0,36.0,6.99,308.73,A,A3,88000.0,Source Verified,2015-01-01,debt_consolidation,20.85,1995-02-01,19.0,1.0,26009.0,57.7,4.0,0.0,2015,1,19.92,Fully Paid,0,non_default,2,low_risk
18000.0,36.0,6.49,551.61,A,A2,155000.0,Verified,2014-11-01,debt_consolidation,10.38,2001-03-01,17.0,0.0,35437.0,24.2,2.0,0.0,2014,11,13.67,Fully Paid,0,non_default,0,medium_risk
30000.0,60.0,27.88,931.91,G,G3,85000.0,Verified,2015-07-01,debt_consolidation,24.52,2005-02-01,16.0,0.0,23264.0,68.6,5.0,0.0,2015,7,10.41,Fully Paid,0,non_default,0,medium_risk
10000.0,36.0,7.62,311.62,A,A3,135000.0,Verified,2013-11-01,credit_card,9.67,1995-01-01,8.0,0.0,10328.0,71.7,3.0,0.0,2013,11,18.83,Fully Paid,0,non_default,0,medium_risk
15000.0,36.0,13.67,392.91,B,B5,40000.0,Source Verified,2012-07-01,debt_consolidation,17.19,1999-03-01,8.0,0.0,10820.0,59.5,0.0,0.0,2012,7,13.34,Fully Paid,0,non_default,2,low_risk
25000.0,36.0,6.89,770.68,A,A3,126270.0,Source Verified,2015-05-01,credit_card,15.53,2004-07-01,8.0,1.0,15166.0,62.4,5.0,1.0,2015,5,10.83,Fully Paid,0,non_default,0,medium_risk
26050.0,60.0,25.57,773.34,F,F5,100000.0,Verified,2014-11-01,debt_consolidation,29.22,1999-02-01,13.0,1.0,2175.0,13.3,5.0,1.0,2014,11,15.75,Fully Paid,0,non_default,0,medium_risk
19000.0,36.0,14.33,652.43,C,C1,68000.0,Not Verified,2013-06-01,debt_consolidation,20.82,2005-03-01,15.0,0.0,15626.0,57.9,0.0,0.0,2013,6,8.25,Fully Paid,0,non_default,2,low_risk
4925.0,36.0,11.71,162.9,B,B3,46000.0,Not Verified,2011-11-01,debt_consolidation,10.33,2005-07-01,5.0,0.0,9124.0,72.4,0.0,0.0,2011,11,6.34,Fully Paid,0,non_default,2,low_risk
12000.0,36.0,12.99,404.27,C,C1,72000.0,Source Verified,2014-06-01,other,2.79,1991-02-01,8.0,0.0,4414.0,48.0,1.0,0.0,2014,6,23.33,Fully Paid,0,non_default,2,low_risk
